track_name,analysis_level,model_id,r2,rmse,mae,n_test,source_table,claim_level,source_role,interpretation_note,display_level
Random_Promoter_DREAM_base_track_3,04_grammar_plus_P01_P05_candidate,T05_uncertainty_ensemble_proxy,0.2806389983813208,2.0076692659955824,1.558304041875971,30000.0,ALL_TRACKS_metrics_summary.csv,headline_base_reference,base-track structured reference,,04_grammar_plus_P01_P05_best
Random_Promoter_DREAM_base_track_4,01_GC_length_only,M01_GC_length,0.1121457927924146,2.2450874329152817,1.7690984122870588,30000.0,ALL_TRACKS_metrics_summary.csv,headline_base_reference,base-track structured reference,,01_GC_length_only
Random_Promoter_DREAM_base_track_4,02_GC_length_plus_6mer,M02_GC_length_char6,0.2727723437498029,2.031877979548766,1.57512860818877,30000.0,ALL_TRACKS_metrics_summary.csv,headline_base_reference,base-track structured reference,Closest available table is GC/length + 6-mer; a pure 6-mer-only row was not identified.,02_GC_length_plus_6mer
Random_Promoter_DREAM_base_track_4,03_grammar_ladder_candidate,M03_GC_length_multi_char6,0.2759745248977641,2.0273995885488256,1.571462259379816,30000.0,ALL_TRACKS_metrics_summary.csv,headline_base_reference,base-track structured reference,,03_grammar_ladder_best
Random_Promoter_DREAM_base_track_4,03_grammar_ladder_candidate,M04_GC_length_windowed_char6,0.2329606162810816,2.086754035741326,1.6243442801968293,30000.0,ALL_TRACKS_metrics_summary.csv,headline_base_reference,base-track structured reference,,03_grammar_ladder_best
Random_Promoter_DREAM_base_track_4,03_grammar_ladder_candidate,M05_GC_length_windowed_multi_char6,0.2315448795405027,2.0886789254401106,1.62556024091523,30000.0,ALL_TRACKS_metrics_summary.csv,headline_base_reference,base-track structured reference,,03_grammar_ladder_best
Random_Promoter_DREAM_base_track_4,03_grammar_ladder_candidate,M06_GC_length_condition_gated_char6,0.272774129284858,2.0318754851499654,1.5751335779205409,30000.0,ALL_TRACKS_metrics_summary.csv,headline_base_reference,base-track structured reference,,03_grammar_ladder_best
Random_Promoter_DREAM_base_track_4,03_grammar_ladder_candidate,M07_GC_length_condition_gated_multi_char6,0.2759746315191337,2.0273994392694594,1.571460781093008,30000.0,ALL_TRACKS_metrics_summary.csv,headline_base_reference,base-track structured reference,,03_grammar_ladder_best
Random_Promoter_DREAM_base_track_4,03_grammar_ladder_candidate,M08_dynamic_condition_weighted_char6,0.2176410760092618,2.1074896513707664,1.6437787764875451,30000.0,ALL_TRACKS_metrics_summary.csv,headline_base_reference,base-track structured reference,,03_grammar_ladder_best
Random_Promoter_DREAM_base_track_4,03_grammar_ladder_candidate,M09_dynamic_condition_weighted_multi_char6,0.2219803182986617,2.1016370794511574,1.6383876443706626,30000.0,ALL_TRACKS_metrics_summary.csv,headline_base_reference,base-track structured reference,,03_grammar_ladder_best
Random_Promoter_DREAM_base_track_4,04_grammar_plus_P01_P05_candidate,T01_mutational_prior_proxy,0.1139769548972082,2.242771038547167,1.7659201488212437,30000.0,ALL_TRACKS_metrics_summary.csv,headline_base_reference,base-track structured reference,,04_grammar_plus_P01_P05_best
Random_Promoter_DREAM_base_track_4,04_grammar_plus_P01_P05_candidate,T02_selection_potential_proxy,0.2728665319901672,2.0317463940631293,1.5750223746492298,30000.0,ALL_TRACKS_metrics_summary.csv,headline_base_reference,base-track structured reference,,04_grammar_plus_P01_P05_best
Random_Promoter_DREAM_base_track_4,04_grammar_plus_P01_P05_candidate,T03_latent_state_operator_proxy,0.2007120591189571,2.130169002656682,1.6627743161170443,30000.0,ALL_TRACKS_metrics_summary.csv,headline_base_reference,base-track structured reference,,04_grammar_plus_P01_P05_best
Random_Promoter_DREAM_base_track_4,04_grammar_plus_P01_P05_candidate,T04_observable_alignment_proxy,0.284423689686203,2.0155352946950784,1.5614381708980112,30000.0,ALL_TRACKS_metrics_summary.csv,headline_base_reference,base-track structured reference,,04_grammar_plus_P01_P05_best
Random_Promoter_DREAM_base_track_4,04_grammar_plus_P01_P05_candidate,T05_uncertainty_ensemble_proxy,0.2834422504253469,2.016917011528146,1.562528732751333,30000.0,ALL_TRACKS_metrics_summary.csv,headline_base_reference,base-track structured reference,,04_grammar_plus_P01_P05_best
